연,월,일,시,분,지역,송출내용,target
2022,8,13,14,34,영등포구,"[영등포구청] 금일 오후부터 집중호우가 예상되오니 축대, 담장, 배수구 등 점검해주시고 하천변, 저지대 등 침수취약지역 주민들께서는 안전에 유의해주시기 바랍니다.",호우
2022,8,13,15,2,광진구,"[광진구청] 50세 이상 전체, 18세 이상 면역저하자 및 기저질환자 3차접종 후 4개월 경과 시 코로나19 4차접종 가능 / ☎ 광진구보건소(450-7090)",전염병
2022,8,13,15,44,중랑구,"[중랑구청] 금일 집중호우가 예상되오니 축대, 담장, 배수구 등 점검해주시고 하천변, 저지대, 산 인근 재난취약지역 주민들께서는 안전에 유의해주시기 바랍니다.",호우
2022,8,14,13,15,서초구,"[서초구청]금번 폭우로 우면산, 청계산 일부 등산로가 폐쇄되었습니다. 지속된 강우로 지반이 약해진 상태이니 우기시 산행 및 산림 연접지 접근을 삼가시기 바랍니다.",호우
2022,8,15,12,53,동작구,"[동작구청]금일18시~24시 서울 호우예비특보, 강풍을 대비하여 간판, 공사장 타워크레인 등 시설물 점검하고 있습니다. 구민여러분 각별한 유의 부탁드립니다.",호우
2022,8,15,16,32,서초구,"[서초구청] 금일 강풍과 강우가 예보되어 있어 지반이 약화된 곳의 나무가 넘어질 우려가 크니 산림, 가로수, 공원 등 큰나무로의 접근을 삼가주시기 바랍니다.",호우
2022,8,15,16,49,구로구,"[구로구청] 금일 저녁 구로구 전 지역 많은 비가 예상되오니 안양천, 도림천, 목감천 등 하천 인근 및 산 주변 주민께서는 침수 피해 등 안전에 유의바랍니다.",호우
2022,8,15,17,57,동작구,"[동작구청] 금일 서울 집중 호우와 강풍이 예상되며, 지속된 강우로 지반이 약해진 상태이니, 등산객 및 산림 연접지 주민분들은 각별한 유의 부탁드립니다.",호우
2022,8,15,18,18,관악구,"[관악구청] 금일 집중호우가 예상되오니 축대, 담장, 배수구 등 점검해주시고 하천변, 저지대 등 침수취약지역 주민들께서는 안전에 유의해주시기 바랍니다.",호우
2022,8,15,18,57,영등포구,"[영등포구청]금일 집중호우와 강풍이 예상되며, 지속적 강우로 지반이 약해진 상태이니 축대, 간판, 배수구 등 점검과 침수취약지역 주민분들의 각별한 유의 바랍니다.",호우
2022,8,15,19,37,동작구,"[동작구청] 금일 집중호우가 예상되오니 축대, 담장, 배수구 등 점검해주시고 하천변, 저지대 등 침수취약지역 주민들께서는 안전에 유의해주시기 바랍니다.",호우
2022,8,15,19,48,금천구,"[금천구청] 금일 집중호우,강풍 예상, 지속적인 강우로 지반이 약해져 있어 산지,절개지,축대,간판,배수시설 점검 및 침수취약지역 주민들의 각별한 유의바랍니다.",호우
2022,8,15,20,13,서초구,"[서초구청] 서초구에 강한 바람이 불고 있습니다. 간판, 창문파손, 낙하물주의 및 하천, 공사장 등 위험지역 접근과 야외활동 자제바랍니다.",기타
2022,8,19,16,25,서초구,"[서초구청] 서초구에 강한비가 내리고 있으니 각별한 주의 부탁드립니다.특히 강남역, 내방역, 사당역, 양재천 및 반포천 등 저지대 접근 자제 바랍니다.",호우
2022,8,19,16,36,동작구,"[동작구청] 금일 돌발성 호우가 내리고 있으니, 하천변, 저지대 등 침수취약지역 주민께서는 유의하시기 바랍니다.",호우
2022,8,19,16,40,강남구,"[강남구청] 16:30경 현재 강남구에 강한 비구름대가 지나고 있으니 저지대, 침수 우려지역 및 양재천 인근 지역 주민은 각별히 주의해 주시기 바랍니다.",호우
2022,8,19,17,18,서초구,"[서초구청] 현재 서초구 전역에 강한비가 내리고 있으며 지난 폭우로 인해 지반이 약해진 상태이니 우면산, 청계산 등 산행 및 산림 연접지 접근을 삼가시기 바랍니다",호우
2022,8,19,17,28,구로구,"[구로구청]금일 저녁 구로구 전지역 집중호우가 예상되오니, 안양천·도림천·목감천 등 하천변, 저지대 및 산 등 취약지역 인근주민께서는 안전에 유의하시기 바랍니다.",호우
2022,8,19,17,30,서초구,"[서초구청]서초구에 강한비가 내리고 있으니 각별한 주의 부탁드립니다.특히 강남역, 내방역, 사당역 등 저지대 침수지역과 양재천 및 반포천 등 출입 자제바랍니다.",호우
2022,8,19,17,43,동작구,[동작구청]동작구 전역에 강한 비가 내리고 있으며 지난 폭우로 지반이 약해진 상태입니다. 산사태 및 침수위험지역 주민께서는 안전에 각별히 유의해 주시기 바랍니다.,호우
2022,8,19,17,54,관악구,[관악구청] 관악구 전역에 강한 비가 내리고 있으며 지난 폭우로 지반이 약해진 상태입니다. 산사태 및 침수위험지역 인근 주민께서는 안전에 유의해 주시기 바랍니다.,호우
2022,8,19,18,6,금천구,[금천구청] 밤사이 많은 비가 예보되어 있고 지난 폭우로 지반이 약해진 상태입니다.산사태 및 침수위험지역 인근 주민께서는 안전에 유의해주시기 바랍니다.,호우
2022,8,19,19,49,영등포구,[영등포구청]영등포구 전역에 강한 비가 내리고 있으며 지난 폭우로 지반이 약해진 상태입니다. 침수위험지역 주민께서는 안전에 각별히 유의해 주시기 바랍니다.,호우
2022,8,20,15,0,광진구,[광진구청] 광진광장임시선별검사소 코로나19 선별진료소 운영 시간 안내/매일(연중무휴) 13시~21시(소독시간 17시~18시)/☎광진구보건소(450-7090),전염병
2022,8,27,15,0,광진구,"[광진구청] 소아·청소년 백신접종안내/(5~11세)고위험군:접종권고, 일반:희망시 접종 (12~17세)접종권고/코로나예방접종 예약중/☎광진구보건소 450-7090",전염병
2022,8,29,15,30,강서구,"[강서구청] 임시선별검사소 운영 안내▲위치: 마곡동 802-3▲시간: 일~금, 13시~21시(토요일, 공휴일 제외)(PCR 우선순위 대상자만 검사 가능)",전염병
2022,9,2,18,42,동작구,"[동작구청] 태풍 “힌남노” 북상을 대비하여 간판 및 공사장, 타워크레인 등 시설물을 점검하고 있습니다. 구민여러분 안전에 각별한 유의 부탁드립니다.",태풍
2022,9,2,19,21,금천구,"[금천구청] 9.5. 태풍북상이 예상되오니 피해가 없도록 주말간 강풍 및 폭우에 대비하여 주시고, 수해피해 지역은 각별한 주의를 기울이시기 바랍니다.",태풍
2022,9,3,15,0,광진구,[광진구청]추석연휴(9.9.~9.12.) 선별진료소운영안내▲광진구보건소 09~13시▲광진광장 13~21시(소독시간 17시~18시)/☎광진구보건소(450-7090),전염병
2022,9,3,15,28,동대문구,"[동대문구청] 태풍 '힌남노'가 북상중이니 강풍, 호우로 인한 창문파손, 낙하물 주의, 하천 등 위험지역 접근금지 및 재난방송에 귀 기울여 주시기 바랍니다.",태풍
2022,9,3,17,5,도봉구,"[도봉구청] 태풍 ‘힌남노’ 북상중, 강풍·호우로 인한 침수 대비, 낙하물 주의, 하천·산자락 등 위험지역 접근금지 및 재난방송에 귀 기울여주시기 바랍니다.",태풍
2022,9,3,17,17,관악구,"[관악구청] 태풍 힌남노의 영향으로 강풍이 예상됩니다. 지속적 강우로 지반이 약해진 상태이니 주민들께서는 축대, 간판, 수목 등의 넘어짐에 각별한 유의 바랍니다.",태풍
2022,9,3,17,17,강북구,"[강북구청] 태풍 '힌남노' 북상중이니 강풍·호우로 인한 침수 대비, 낙하물 주의, 하천·산자락 등 위험지역 접근금지 및 재난방송에 귀 기울여주시기 바랍니다.",태풍
2022,9,3,17,28,금천구,[금천구청] 9월4일 밤부터 태풍의 영향으로 많은비가 예상되오니 피해가 없도록 사전대비하여 하천 및 침수(위험)지역 인근 주민분들께서는 각별한 주의 부탁드립니다.,태풍
2022,9,3,17,47,영등포구,"[영등포구청] 태풍' 힌남노' 북상으로 강풍 및 폭우가 예상되오니, 간판 및 공사장 시설물을 점검하고 침수대비 집 주변 빗물받이를 사전 점검하여 주시기 바랍니다.",태풍
2022,9,3,17,50,동작구,[동작구청] 지난 폭우로 인해 지반이 약해진 상태입니다. 태풍 대비 침수위험지역 주민께서는 안전에 각별히 유의해 주시기 바랍니다.,태풍
2022,9,3,19,4,마포구,"[마포구청] 태풍 '힌남노' 북상으로 강풍 및 폭우가 예상되오니, 간판 및 수목의 전도에 주의하시고 침수대비 배수로 점검 등 안전에 주의하여 주시기 바랍니다.",태풍
2022,9,4,12,22,금천구,"[금천구청]현재 태풍 힌남노의 영향으로 불규칙한 강풍이 발생하고 있으니 피해가 예상되는 간판,가시설물,가판대,천막,화분 등은 고정하거나 철거하시기 바랍니다.",태풍
2022,9,4,12,58,강남구,[강남구청] 태풍‘힌남노’의 북상에 따라 강한 비바람이 예상되니 사고예방을 위해 간판 및 배수구 정비 등 사전 시설물 점검에 만전을 기하여 주시기 바랍니다.,태풍
2022,9,4,13,14,강서구,"[강서구청] 태풍 '힌남노' 북상에 따라 강한 비바람이 예상되오니 기상정보를 수시확인하시고 간판, 화분 등이 바람에 날아가지 않도록 고정해주시기 바랍니다.",태풍
2022,9,4,13,27,양천구,"[양천구청] 양천구는 5일(월) 새벽부터 태풍의 영향권에 진입이 예상되오니 간판, 화분, 집주변 배수로 등을 미리 점검하여 피해를 예방하여 주시기 바랍니다.",태풍
2022,9,4,14,59,구로구,[구로구청] 태풍 ‘힌남노’ 북상 중으로 강한 비바람이 예상되오니 시설물 및 배수로를 정비해주시고 침수위험지역 주민께서는 각별한 주의를 기울여 주시기 바랍니다.,태풍
2022,9,4,15,13,강북구,"[강북구청] 태풍이 북상중으로 강한 비와 바람이 예상되오니, 주변 축대, 배수로, 지붕 등을 점거하고, 간판, 창문, 화분 등을 고정하여 주시기 바랍니다.",태풍
2022,9,4,15,50,동작구,"[동작구청] 태풍 힌남노 북상에 따라 강한 비바람이 예상되니 배수구 정비, 시설물 점검, 산사태ㆍ침수 위험지역, 낙하물 주의, 외출자제 등 안전에 주의바랍니다.",태풍
2022,9,4,16,35,서초구,"[서초구청]태풍 힌남노 북상에 따라 강한 비바람이 예상되니 시설물·배수구 점검, 산사태, 침수위험지역, 낙하물 주의, 입산·하천 접근금지 등 안전에 주의바랍니다.",태풍
2022,9,4,16,46,서초구,"[서초구청] 태풍 북상으로 금일 17시부로 우면산, 청계산 등 서초구 관내 등산로(산책로)를 전면 폐쇄하오니 등산로 출입 및 산림연접부 접근을 삼가시기 바랍니다.",태풍
2022,9,4,17,9,관악구,"[관악구청] 현재 태풍 힌남노의 영향으로 강풍이 우려되니 피해가 예상되는 간판, 가시설물, 가판대, 천막, 화분 등은 고정하거나 철거 바랍니다.",태풍
2022,9,4,17,15,마포구,"[마포구청] 태풍의 영향으로 폭우와 돌풍이 예상되오니, 날아갈 위험이 있는 간판, 가림막 등은 고정해 주시고, 하수구나 배수구를 점검하여 안전사고에 유의바랍니다.",태풍
2022,9,4,17,51,강남구,"[강남구청] 주택 또는 상가 앞 홍보배너, 주차안내판, 화분 등은 안전한 곳으로 옮겨주시고 빗물받이 덮개 및 쓰레기 제거 등 태풍 피해 예방에 협조 바랍니다.",태풍
2022,9,4,18,0,금천구,"[금천구청]태풍 힌남노의 영향으로 5~6일 사이 호우와 강풍이 예상되오니 상습침수지역, 산사태위험지역, 하천인접지역은 태풍에 대비하여주시고 하천출입을 금지합니다.",태풍
2022,9,4,18,5,영등포구,"[영등포구청] 태풍 '힌남노' 북상 중으로 강한 비바람이 예상되오니 빗물받이, 공사장, 저지대 주차차량 점검 및 낙하물 주의, 외출자제 등 안전에 주의바랍니다.",태풍
2022,9,4,18,8,중랑구,"[중랑구청] 금일 17시부터 태풍소멸시까지 봉화산, 용마산 등 관내 등산로 전면폐쇄합니다.",태풍
2022,9,4,18,23,중랑구,"[중랑구청] 9.4(일) 태풍 영향으로 강한 바람과 시간당 20~30mm 비 예상. 저지대, 중랑천 등 위험지역 접근을 금지하고 간판 등 시설물 낙하에 주의하세요",태풍
2022,9,4,18,39,구로구,"[구로구청] 태풍 '힌남노' 영향으로 강한 비바람이 예상되오니 빗물받이, 배수로 시설물 점검과 옥외시설물 결박 등 안전사고에 유의 바랍니다.",태풍
2022,9,4,21,51,강북구,"[강북구청]태풍 힌남노 북상에 따라, 안전조치로 우이천 출입을 전면 통제하오니 접근 금지바라며, 그밖의 상습침수지역, 산사태위험지역은 안전에 유의하시기 바랍니다.",태풍
2022,9,4,22,21,강남구,[강남구청]태풍의 영향으로 강풍 및 폭우예상되어 대모산 진입로 및 등산로를 내일 09시부터 태풍경보 해제시까지 통제하오니 인근주민께서는 안전에 유의하시기 바랍니다,태풍
2022,9,5,8,42,서초구,"[서초구청] 태풍 북상으로 인해 우면산, 청계산 등 서초구 관내 등산로(산책로)를 전면 폐쇄하오니 입산 및 산림 연접부 접근을 삼가시기 바랍니다.",태풍
2022,9,5,10,10,종로구,[종로구청] 태풍 ‘힌남노’ 가 북상 중으로 대규모 피해가 우려됨에 따라 태풍이 완전히 소멸될 때까지 종로구 관내 등산로를 폐쇄하오니 입산하지 않도록 바랍니다.,태풍
2022,9,5,10,14,강북구,"[강북구청]태풍 힌남노 북상으로 구청 옆 공영주차장 임시선별검사소를 축소운영 합니다.  9.5(월) 13-18시운영, 9.6(화) 미운영 ☎1577-0922",전염병
2022,9,5,10,38,강서구,"[강서구청] 태풍 '힌남노' 북상으로 9.5.~6일 강한 비바람이 예상되오니 기상정보를 수시확인하여 간판, 화분, 창문, 배수로 등을 정비하여 주시기 바랍니다.",태풍
2022,9,5,11,2,구로구,"[구로구청] 태풍 힌남노 북상으로 강풍이 예상되오니 하천 등 위험지역 출입을 금지해주시고, 간판, 공사장, 유리창, 빗물받이 등 사전점검하여 주시기 바랍니다.",태풍
2022,9,5,11,15,중랑구,"[중랑구청] 태풍으로 면목역 임시선별검사소 한시적 운영 변경 안내드립니다. 9.5.(월) 13시~18시 / 9.6.(화) 미운영. 단, 보건소 선별진료소 정상운영",전염병
2022,9,5,11,19,중랑구,"[중랑구청] 태풍 영향으로 중랑천, 묵동천 통제중입니다. 강한 비와 돌풍이 예상되오니 제방산책로 및 체육공원 출입을 삼가주시고 안전에 유의하여 주시기 바랍니다.",태풍
2022,9,5,11,36,금천구,[금천구청]태풍 북상과 함께 호우주의보가 12:00부로 발효 예정이니 피해가 없도록 배수시설물등을 정비하여 주시고 안전에 유의하시기 바랍니다.,태풍
2022,9,5,11,51,영등포구,[영등포구청]태풍의 영향으로 많은 비가 내리고 있습니다. 주변 빗물받이 점검과 특히 저지대 주민께서는 주민센터와 도로변에 비치된 모래주머니로 침수에 대비 바랍니다,태풍
2022,9,5,12,40,서초구,"[서초구청] 태풍 북상으로 강한비가 오고있으니 비피해가 없도록 시설물·배수구 점검, 낙하물주의, 산사태·침수위험지역, 입산·하천접근 금지 등 안전에 유의바랍니다.",태풍
2022,9,5,13,39,동작구,"[동작구청] 태풍 북상으로 강한 비바람이 예상되니 피해가 없도록 시설물·배수구 점검, 산사태·침수위험지역, 낙하물 주의 등 안전에 유의 바랍니다.",태풍
2022,9,5,13,50,도봉구,"[도봉구청] 태풍으로 도봉구청 임시선별검사소 한시적 운영 변경 안내드립니다. 9.5(월) 13시~18시 / 9.6(화) 미운영. 단, 보건소 선별진료소 정상운영",전염병
2022,9,5,13,58,노원구,"[노원구청] 태풍으로 구민의전당 임시선별검사소 축소운영합니다. 9.5(월) 13-18시 운영, 9.6(화) 미운영 ☎2116-4900, 보건소 선별진료소 정상운영",전염병
2022,9,5,15,1,용산구,"[용산구청] 초강력 태풍 힌남노 북상으로 폭우 및 강풍이 예상됩니다. 비피해가 없도록 시설물·배수구 점검, 빗물받이 덮개제거 등 안전에 유의하시기 바랍니다.",태풍
2022,9,5,15,25,동작구,"[동작구청]태풍북상으로 사당임시선별 9.5.(월) 18시~9.6.(화) 운영중단, 침수피해 1:1현장상담소 9.6.(화) 09시~기상특보 해제 시까지 운영중단",태풍
2022,9,5,15,51,양천구,[양천구청] 태풍(힌남노) 대비 목동공영임시선별검사소 9/5(월) 18시~ 9/6(화)까지 중단. 이용에 착오 없으시기 바랍니다.(보건소 선별진료소는 정상운영),태풍
2022,9,5,17,18,은평구,"[은평구청] 태풍 북상으로 관내 하천 산책로 및 등산로 전면 폐쇄 중이니 출입 금지 및 낙하물 주의, 빗물받이 덮개 제거 등 태풍 피해 예방에 협조 바랍니다.",태풍
2022,9,5,17,25,구로구,[구로구청] 9월 5~6일 태풍 힌남노 영향으로 강한 호우와 강풍이 예상되오니 간판 등 낙하물 주의해주시고 기상정보를 수시로 확인하여 안전에 유의하시기 바랍니다.,태풍
2022,9,5,17,44,금천구,"[금천구청]태풍 힌남노의 영향으로 오늘 밤부터 많은 비가 예상되오니 산사태 위험지역, 하천범람위험지역, 침수위험지역 인근거주민께서는 안전에 유의하시기 바랍니다.",태풍
2022,9,5,17,46,강남구,[강남구청] 태풍 북상으로 강한 비와 함께 돌풍이 내일까지 이어질 예상이오니 안전사고 예방을 위해 외출을 자제해주시고 기상정보를 수시로 확인하여 주시기 바랍니다.,태풍
2022,9,5,17,53,은평구,[은평구청] 태풍으로 인한 강풍 및 폭우가 예상됩니다. 배출된 쓰레기가 배수로를 막을 위험이 있어 주민 여러분께서는 금일 쓰레기 배출을 자제하여 주시기 바랍니다.,태풍
2022,9,5,18,16,동대문구,"[동대문구청] 태풍이 북상 중이니 강풍, 호우로 인한 창문파손, 낙하물 주의, 외출을 자제해 주시고, 기상정보를 수시로 확인하여 안전사고 예방에 유의바랍니다.",태풍
2022,9,5,18,44,마포구,"[마포구청] 태풍 북상에 따라 강풍이 예상되오니, 주택 및 상가 앞 간판 등 위험물, 낙하물 등은 미리 조치하여 안전사고 예방에 유의하여 주시기 바랍니다.",태풍
2022,9,5,19,0,성동구,"[성동구청] 오늘 저녁부터 강한 비바람 예상. 하천변 출입 모두 통제되었으며 외출 자제, 산사태 위험지역 및 공사장·옹벽 인근 접근금지 등 안전에 유의 바랍니다.",태풍
2022,9,5,19,38,영등포구,"[영등포구청]오늘 부터 내일까지 강풍과 폭우가 예상됩니다. 외출을 자제하시고, 내일(6일)은 우리 구에서 운영하는 체육,문화,복지 등 다중시설을 일시 휴관합니다.",태풍
2022,9,5,20,10,서대문구,"[서대문구청] 태풍 힌남노 북상으로 홍제천, 불광천, 안산 등 산책로 전면 폐쇄중입니다. 강풍 및 폭우에 대비하여 외출 자제 등 안전사고에 유의하시기 바랍니다.",태풍
2022,9,5,21,3,강남구,"[강남구청] 9/6(화) 새벽3시~6시경 집중 호우 및 강풍이 예상되니 주택 및 상가 앞 빗물받이 덮개 제거, 배수구 정비 등 대비를 철저히 해주시기 바랍니다.",태풍
2022,9,5,21,4,구로구,"[구로구청]9월 6일까지 강풍과 많은 비가 예상되오니 외출을 자제하여 주시고 창문, 간판 등을 고정해주시고 바람에 날라가기 쉬운 물건은 이동조치해주시기 바랍니다.",태풍
2022,9,5,21,7,광진구,"[광진구청]태풍으로 인한 강한 비바람 유의. 하천,등산로와 같은 위험지역 출입은 자제하여 주시고 입간판,배너기등 광고물은 안전한 곳으로 이동하여 주시기 바랍니다.",태풍
2022,9,5,21,34,강동구,"[강동구청]9월 6일까지 강풍과 많은 비가 예상되오니 외출을 자제해 주시고, 창문파손, 낙하물 주의와 함께 기상정보를 수시로 확인하여 안전사고에 유의 바랍니다.",태풍
2022,9,5,22,31,송파구,"[송파구청] 현 시간 한강수위 상승에 따른 풍납토성 나들목을 폐쇄하오니 한강둔치 이용을 자제하시고, 태풍 힌남노 대응 저지대 주택침수 및 강풍피해에 대비 바랍니다",태풍
2022,9,5,23,58,금천구,"[금천구청]9월6일 00:00부로 강풍주의보가 발효됨에 따라 피해가 예상되는 간판, 입간판, 가판대, 가시설물, 천막, 화분등은 고정, 철거하여 주시기 바랍니다",태풍
2022,9,6,0,13,서초구,"[서초구청] 태풍의 영향으로 강한 비바람이 예상되니 간판, 창문파손, 낙하물주의, 맨홀 역류, 침수된 도로, 입산·하천접근 금지 등 안전에 유의바랍니다.",태풍
2022,9,6,5,0,강서구,[강서구청]한강 수위 상승으로 개화나들목 교통통제 / 올림픽대로 진출입 불가(올림픽대로 김포에서 방화동 방향 진출은 가능) / 차량침수 주의,교통
2022,9,6,6,30,성동구,"[성동구청] 중랑천 가람교,동부간선도로 군자교~성수JC,내부순환로 마장램프~성수JC 구간 교통통제. 침수된 중랑천·청계천·한강변 및 등산로(7개소) 출입통제중임.",교통
2022,9,6,11,0,강서구,"[강서구청] 태풍 '힌남노'가 지남에 따라, 마곡 임시선별검사소 운영을 정상 재개합니다(13:00~21:00).",태풍
2022,9,6,11,3,강북구,"[강북구청] 9.6.(화) 보건소 선별진료소(9시~18시), 구청 옆 시범공영주차장 임시선별검사소(13시~21시) 모두 정상 운영합니다. ☎1577-0922",전염병
2022,9,6,12,58,양천구,[양천구청] 태풍(힌남노)이 지나감에 따라 9/6(화) 양천구 목동공영 임시선별검사소는 정상 운영합니다.(13:00~21:00),전염병
2022,9,7,9,56,도봉구,"[도봉구청] 추석연휴(9.9.~9.12.) 코로나검사 안내 ▲구청광장(13~21시, 추석 당일만 휴무) ▲도봉구보건소(9~13시, 추석 당일 10일은 9~18시)",전염병
2022,9,8,15,22,강서구,[강서구청] 추석연휴 PCR 검사 안내강서구보건소 선별진료소: 9.9.(금)~9.12.(월) 9시~18시(마곡8공영주차장 임시선별검사소는 미운영),전염병
2022,9,10,15,0,광진구,"[광진구청] 50세 이상 전체, 18세 이상 면역저하자 및 기저질환자 3차접종 후 4개월 경과 시 코로나19 4차접종 가능 / ☎ 광진구보건소(450-7090)",전염병
2022,9,17,15,0,광진구,[광진구청] 광진광장임시선별검사소 코로나19 선별진료소 운영 시간 안내/매일(연중무휴) 13시~21시(소독시간 17시~18시)/☎광진구보건소(450-7090),전염병
2022,9,24,15,0,광진구,"[광진구청]4차 접종은 3차 접종 대비 코로나19 중증예방효과 50%, 사망예방효과 53%로 예방효과가 높으니 50세이상 접종권고/☎광진구보건소(450-7090)",전염병
2022,9,27,17,14,금천구,"[금천구청] 오늘 16:40경 서해안 고속도로 차량화재 발생. 서해안 고속도로 금천IC 부근 양방향 전면 통제중임을 알려드리니, 우회하시기 바랍니다.",교통
2022,9,27,17,39,금천구,"[금천구청] 서해안 고속도로 소하JC부근 화재. 상행선(성산대교 방향) 통행 재개, 하행선(목포방향) 정체",교통
2022,10,1,14,59,광진구,"[광진구청] 코로나19 백신 4차 접종은 3차 대비 중증예방은 50%, 사망예방은 53%로 예방 효과가 높으니 50세 이상 접종 권고/☎보건소(450-7090)",전염병
2022,10,10,10,48,동작구,"[동작구청] 현재 수도권 강풍주의보가 발효중입니다. 강한 바람이 예상되니 간판, 창문파손, 낙하물주의 등 안전에 유의바랍니다.",기타
2022,10,15,14,58,광진구,[광진구청] 백신 2차접종 이상 완료한 60세 이상 코로나19 동절기 추가접종(2가백신)실시. 접종예약 ncvr.kdca.go.kr /☎보건소(450-7090),전염병
2022,10,22,14,59,광진구,[광진구청]백신 2차접종 이상 완료한 60세 이상 코로나19 동절기 추가접종(2가백신)실시. 접종예약ncvr.kdca.go.kr /☎보건소콜센터(450-7090),전염병
2022,10,27,11,33,양천구,"[양천구청] 코로나19 동절기 접종 대상 확대(18세 이상), 화이자 2가백신 예약 및 독감접종문의 양천구통합콜센터 1533-0407",전염병
2022,10,29,15,1,광진구,[광진구청]11월 7일부터 2차접종 이상 완료한 18세 이상 코로나19 동절기 추가접종 실시/사전예약 ncvr.kdca.go.kr /☎보건소콜센터 450-7090,전염병
2022,10,30,0,11,용산구,[용산구청] 이태원역 해밀턴호텔 일대 사고 발생으로 인하여 통제 중. 시민께서는 이태원 방문 자제 및 차량 우회 바랍니다.,기타
2022,10,30,1,37,용산구,[용산구청] 이태원역 인근 안전사고 발생으로 추가 피해가 우려되니 시민여러분은 속히 귀가하시고 방문을 자제해주시기 바랍니다.,기타
2022,10,30,9,43,마포구,"[마포구청] 이태원 할로윈 압사사고 관련, 홍대 앞 할로윈행사가 긴급 취소되었습니다. 안전에 각별히 유의하시고, 관련 부상자 발견 시 즉시 구청으로 연락바랍니다.",기타
2022,10,30,10,3,동작구,"[동작구청] 용산 이태원 사고관련, 실종자나 인명피해가 있으시면 우리구 재난상황실로 알려주시기 바랍니다.(02-820-4088, 9931, 9929)",기타
2022,10,30,10,16,서대문구,"[서대문구청] 이태원 압사사고 관련 각종 행사를 자제하여 주시기 바라며, 실종자 접수는 02-2199-8660,8664~8678,다산콜센터120 연락바랍니다.",기타
2022,10,30,10,23,강북구,"[강북구청] 오늘 11시 삼양동에서 개최 예정인 ""빨래골축제""는 취소되었음을 알려드립니다.2022.10.30.(일)강북구재난안전대책본부장",기타
2022,10,30,10,26,강북구,"[강북구청] (정정안내) 오늘 11시 수유1동에서 개최 예정인 ""빨래골축제""는 취소되었음을 알려드립니다.2022.10.30.(일)강북구재난안전대책본부장",기타
2022,10,30,11,26,구로구,"[구로구청] 이태원 압사사고 관련, 구로구민께서는 할로윈축제 등 각종 행사를 자제하여 주시고 실종자 발생시 구로구 재난안전상황실(860-2330)로 연락바랍니다.",기타
2022,10,30,11,30,종로구,"[종로구청] 이태원 압사 사고 관련 각종 축제, 행사를 자제하여 주시고, 실종자 접수는 02-2199-8660,8664~8678, 다산콜120으로 연락바랍니다.",기타
2022,10,30,11,49,동작구,"[동작구청] 용산 이태원 사고 관련 실종자, 인명피해 접수처 정정안내합니다. 02-2199-8664~8678,02-2199-5165~5168(한남동주민센터)",기타
2022,10,30,11,53,중구,"[중구청] 이태원 사고 관련 각종 축제, 행사를 자제하여 주시고, 실종자 접수는 02-2199-8660,8664~8678, 다산콜120으로 연락바랍니다.",기타
2022,10,30,12,5,금천구,"[금천구청] 이태원 압사 사고 관련하여, 실종자 접수처 안내드립니다.02-2199-8660, 8664~8678다산콜센터120",기타
2022,10,30,12,21,은평구,"[은평구청] 용산 이태원 사고 관련, 실종자나 인명 피해가 있으시면 우리구 재난안전종합상황실(02-351-8851~4)로 알려주시기 바랍니다.",기타
2022,10,30,12,27,강남구,"[강남구청] 이태원 압사참사 관련, 강남구민께서는 할로윈 축제 등 각종 행사를 자제하시고 긴급상황 발생 시 강남구 상황실(02-3423-6000)로 연락바랍니다.",기타
2022,10,30,12,30,광진구,"[광진구청] 용산 이태원 사고 관련, 실종자나 인명피해가 있을시 신고바랍니다.☎02-2199-8664~8678,5165~5168(한남동주민센터)/02-120",기타
2022,10,30,14,5,영등포구,"[영등포구청]이태원 사고관련 실종자접수는 02)2199-8664~78(한남동센터)/국번없이 120, 영등포구재난안전상황실 02)2670-3867~9 문의바랍니다.",기타
2022,10,30,14,5,동대문구,"[동대문구청] 이태원 사고 관련 동대문구는 피해구민 지원과 사고 예방에 최선을 다하겠습니다. 실종자 접수는 02-2199-8660, 120다산콜센터로 연락바랍니다",기타
2022,10,30,14,14,송파구,"[송파구청] 용산 이태원 사고 관련 실종자, 인명피해 접수처 안내합니다. 02-2199-8664~8678, 5165~5168(한남동주민센터) / 02-120",기타
2022,10,30,15,47,강서구,"[강서구청]이태원사고 관련 실종자접수는 02)2199-8664~78(한남동센터)/120,기타 문의는 강서구상황실 02)2600-6330,6439,6471,6076",기타
2022,10,31,10,43,은평구,[은평구청] 은평구에서는 이태원사고 사망자의 안타까운 죽음을 추모하기 위해 오늘부터 11월5일(토)까지 은평문화예술회관 1층(구청 뒤)에 합동분향소가 운영됩니다.,기타
2022,10,31,11,1,은평구,"[은평구청] 은평구에서는 이태원사고와 관련, 안타까움을 추모하기 위해 금일부터 11. 5.(토)까지 은평문화예술회관 1층(구청 뒤)에 합동분향소가 운영됩니다.",기타
2022,10,31,13,25,양천구,"[양천구청] 이태원사고 관련 양천구는 애도기간 중 축제성 행사를 취소, 연기하고, 양천구청 1층 로비에 합동분향소를 운영합니다.",기타
2022,10,31,14,38,서대문구,"[서대문구청] 서대문구는 이태원 사고 희생자를 추모하기 위해 오늘부터 11.5.(토)까지 서대문구청 1층, 신촌 파랑고래 2곳에서 합동분향소를 운영합니다.",기타
