preprocessed_송출내용,label
코로나 확 진자 발생 역학 조사 확 진자 경로 홈페이지 블로그 참고 바라다,4
확 진자 명 발생 역학 조사 진행 중 성북 사랑 교회 신자 방문자 집회 참석자 강남구 보건소 검사 바라다,5
확 진자 발생 완치 명 확 진자 역학 조사 결과 공개,4
서초구 번 확 진자 동선 공개 외출 자제 거리 두기 마스크 착용 개인 위생 칙 철저하다 준수 바라다,4
화시 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 자세하다 내용 홈페이지 참고 바라다,5
금 금란교회 새벽 예배 참석자 중 명 확진 판정 예배 전원 자가 격리 내일 코로나 검사 예정,7
파주 병원 확 진자 이탈 푸른색 하의 환자복 흰색 민소매 티 흰색 슬리퍼 착용 대다 남성 보시 신고 바라다,4
강서구 확 진자 명 발생 안내 상세 내용 블로그 참조 바라다,0
노원구 번 코로나 확 진자 발생 자세하다 이동 경로 조치 사항 구청 홈페이지 참고 바라다,4
번번 확 진자 명 발생 자세하다 사항 블로그 참조 하다 바라다,4
번 번 확 진자 이동 경로 조치 사항 홈페이지 공개 하다 확 진자 이동 경로 공개 방법 변경 하다 음 안내 해드리다,4
화 추가 확 진자 발생 번 면목 번 확 진자 대한 역학 조사 방역 완료 세부 내용 참조 바라다,0
번번 확 진자 명 발생 자세하다 사항 블로그 참조 하다 바라다,4
확 진자 동선 공개 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
은평구 번번 확 진자 발생 상세 정보 역학 조사 후 홈페이지 블로그 공개 예정 이다,5
확 진자 역학 조사 결과 명 지역 관 지역 확 진자 성동구 동대문구 이동 동선 알림 상세 내용 확인,4
화 시 기준 확 진자 명 발생 성내동길 성내동 명일동 둔촌동 상일동 현재 역학 조사 결과 추후 공개 예정 이다,5
지역 확 진자 관내 이동 동선 홈페이지 블로그 공개 사회 거리 두기 개인 위생 칙 준수 바라다,4
번 신규 확 진자 목동 거주 발생 안내 양천구 블로그 참조,0
관내 번 확 진자 타 지역 확 진자 접촉 발생 지역 영덕군 확 진자 동선 알림 자세하다 내용 확인 바라다,4
기간 강 바이크 오토바이 수리 점 솔샘로 방문자 강북구 선 진료 소로 코로나 검사 하다 바라다,6
노원구 번 코로나 확 진자 발생 자세하다 이동 경로 조치 사항 구청 홈페이지 참고 바라다,4
확 진자 사당동 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
수 번 확 진자 발생 역학 조사 진행중 완료 홈페이지 블로그 공개 예정 이다,5
광화문 집회 참석자 성북구 사랑 교회 방문자 증상 유무 외출 자제 보건소 진단 검사 꼭 받다 바라다,4
확 진자 동선 공개 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
성북구 사랑 교회 방문자 광화문 집회 참석자 검사 바라다 다중 시설 방문 자제 마스크 꼭 착용 하다,1
번 도봉동 번 창동 확 진자 발생 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 예정 이다,5
강서구 확 진자 명 발생 안내 상세 내용 블로그 참조 바라다,0
확 진자 발생 내용 홈페이지 블로그 확인 하다 시기 바라다,5
확 진자 발생 지역 확 진자 관내 이동 동선 홈페이지 블로그 공개 사회 거리 두기 준수,4
관내 확 진자 발생 알림 번 사랑 교회 관련 번 사랑 교회 관련 광진 번 접촉 추정 자세하다 내용 확인 바라다,4
중랑 노인 복지관 관련 검사 명 포함 명 전원 음성 판정 다중 이용 시설 이용 자제 마스크 착용 방역 칙 준수 하다 시기 바라다,1
광진 번 확 진자 관련 으뜸 어린이집 검사 결과 전원 음성 자세하다 내용 확인,4
번번 확 진자 발생 동선 홈페이지 추후 공개 거리 두기 단계 사항 준수 하다 바라다,4
번 신규 확 진자 신정동 신월동 발생 안내 블로그 참조,0
번 확 진자 동선 공개 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
중앙 신사동 확 진자 발생 완치 명 모임 자제 방역 칙 준수 바람,4
강서구 확 진자 명 발생 안내 상세 내용 블로그 참조 바라다,0
수시 현재 코로나 확 진자 명 추가 발생 방이 마천 장지동 역학 조사 진행중 세부 내용 홈페이지 참고 바라다,5
확 진자 명 발생 역학 조사 진행 중 나오다 가족 안전 위해 마스크 착용 거리 두기 기본 방역 칙 준수 바라다,4
코로나 확 진자 발생 역학 조사 확 진자 경로 홈페이지 블로그 참고 바라다,4
마포구 번 확 진자 발생 상세 정보 홈페이지 블로그 참고 바라다,4
수 기준 확 진자 발생 번 둔촌동 명 길동 상일동 명 현재 역학 조사 중 결과 추후 공개 예정 이다,5
금일 코로나 확 진자 번 오류동 발생 정보 구로 구청 블로그 홈페이지 참고 바라다,4
코로나 확 진자 발생 자세하다 사항 추후 홈페이지 블로그 공개 예정 이다,5
관내 번 확 진자 발생 자세하다 사항 홈페이지 블로그 공개 번 번 역학 조사 진행 중 이다,5
번 확 진자 역학 조사 방역 완료 세부 내용 구청 홈페이지 블로그 참조 금란교회 관련 명 전원 검사 완료,0
번 확 진자 동선 공개 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
번 번 확 진자 선공 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
관내 번 확 진자 동선 지역 확 진자 동작구 동선 알림 자세하다 내용 확인 바라다 모임 자제 마스크 착용 필수,4
확 진자 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
금 확 진자 중구 이동 경로 안내 자세하다 내용 홈페이지 참고 하다 바라다,4
금일 코로나 확 진자 번 신도림동 발생 상세 정보 구로 구청 블로그 홈페이지 참고 바라다,4
번번 확 진자 이동 경로 조치 사항 홈페이지 공개 하다 음 알다 드리다,4
은평 확 진자 발생 역학 조사 진행중 동선 추후 홈페이지 블로그 공개 예정 이다,5
강서구 확 진자 명 발생 안내 상세 내용 블로그 참조 바라다,0
번번 확 진자 명 발생 자세하다 사항 블로그 참조 하다 바라다,4
광화문 집회 참석자 성북구 사랑 교회 방문자 증상 유무 외출 자제 보건소 진단 검사 꼭 받다 바라다,4
신규 확 진자 목동 거주 발생 안내 양천구 블로그 참조,0
코로나 구민 확 진자 완치 치료 명 지자체 관내 근무 경유 발생 안내 구청 홈페이지 확인 바라다,4
서초구 번 지역 확 진자 동선 공개 외출 자제 마스크 착용 손씻기 개인 위생 칙 철저하다 준수 바라다,4
확 진자 발생 격리 병상 이송 자택 방역 예정 역학 조사 후 동선 공개 금천구 카카오 톡 채널,7
강북구 보건소 코로나 양성자 문자 통보 하다 않다 번호 되다 양성 통보 문자 허위 이다 보건소 확인 바라다,6
태백 철학 군자 방문자 증상 상관없다 광진구 보건소 선 진료 소 방문 검사 바라다 확인,6
확 진자 동선 공개 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
강 바이크 오토바이 수리 점 솔샘로 추가 방문자 강북구 선 진료 소로 코로나 검사 하다 바라다,6
목시 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 자세하다 내용 홈페이지 참고 바라다,5
확 진자 발생 격리 병상 이송 자택 방역 예정 역학 조사 후 동선 공개 금천구 카카오 톡 채널,7
목 번 확 진자 발생 역학 조사 진행중 완료 홈페이지 공개 예정 이다,5
관내 확 진자 발생 알림 번번 감염 경로 조사 번 지역 확 진자 접촉 추정 자세하다 내용 확인 바라다,4
노원구 확 진자 총명 발생 번 이동 경로 조치 사항 홈페이지 공개 하다 번은 역학 조사 중임 알다 드리다,4
강서구 확 진자 발생 안내 상세 내용 블로그 참조 바라다,0
수 고랭 돌곶 이점 석관동 화랑로 길 이용 하다 분 성북 보건소 연락 바라다,6
미락 우성 월곡동 화랑로 길 이용 하다 분 성북 보건소 연락 바라다,6
카페 레 석관동 화랑로 이용 하다 분 성북 보건소 연락 바라다,6
신규 확 진자 신월동 거주 발생 안내 양천구 블로그 참조,0
목 시 기준 확 진자 명 발생 번 상일동 암사동 둔촌동 성내동 현재 역학 조사 추후 공개 예정 이다,5
서림동 성현동 확 진자 완치 명 발생 확 진자 역학 조사 결과 공개,4
확 진자 동선 공개 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
마포구 번 확 진자 발생 상세 정보 홈페이지 블로그 참고 바라다,4
관내 번 확 진자 발생 지역 확 진자 관내 동선 역학 조사 진행 중이 완료 홈페이지 블로그 공개 예정 이다,5
번 확 진자 발생 동선 홈페이지 추후 공개 거리 두기 단계 사항 준수 하다 바라다,4
지역 확 진자 동선 공개 코로나 확산 방지 위해 외출 자제 마스크 착용 방역 칙 철저하다 준수 바라다,4
확 진자 동선 공개 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
코로나 구민 확 진자 완치 치료 명 지자체 관내 근무 발생 안내 자세하다 사항 구청 홈페이지 확인 바라다,4
확 진자 명 발생 역학 조사 진행 중 성북 사랑 교회 신자 방문자 집회 참석자 강남구 보건소 검사 바라다,5
코로나 확 진자 발생 역학 조사 확 진자 경로 홈페이지 블로그 참고 바라다,4
금란교회 관련 검사 명 중 명 음성 판정 명 검사 늦어지다 결과 확인 시 공개 예정 마스크 착용 방역 칙 준수 바라다,4
코로나 확 진자 발생 자세하다 사항 홈페이지 블로그 확인 바라다,4
코로나 확 진자 번번 발생 성북 사랑 제일 교회 관련 번 번 확 진자 역학 조사 결과 홈페이지 공개 하다 음 알다 드리다,4
코로나 확 진자 명번 발생 상세 정보 구로 구청 블로그 홈페이지 참고 바라다,4
번번 확 진자 명 발생 자세하다 사항 블로그 참조 하다 바라다,4
목 확 진자 발생 번번 집회 접촉 추정 집회 참석자 코로나 검사 세부 내용 홈페이지 확인,4
은평 확 진자 발생 역학 조사 진행 중 동선 추후 홈페이지 블로그 공개 예정 이다,5
시시 참치 동일로 길 방문자 유증 시 광진구 보건소 선 진료 소 검진 바라다,6
코로나 확 진자 명번 발생 상세 정보 구로 구청 블로그 홈페이지 참고 바라다,4
번 확 진자 역학 조사 방역 완료 세부 내용 홈페이지 블로그 참조 마스크 착용 방역 칙 준수 바라다,0
금란교회 관련 밉다 발표 명 판정 되어다 역학 조사 입원 조치 예정 마스크 착용 방역 칙 준수 하다 시기 바라다,4
번 확 진자 역학 조사 결과 지역 강동구 노원구 이천시 확 진자 동선 알림 확인 바라다,4
신규 확 진자 신정동 목동 발생 안내 블로그 참조,0
금 번 쌍문동 성북 사랑 제일 교회 관련 번 창동 확 진자 발생 역학 조사 후 홈페이지 공개 예정 이다,5
확 진자 완치 명 발생 홈페이지 블로그 확인 하다 시기 바라다,5
확 진자 발생 격리 병상 이송 자택 방역 예정 역학 조사 후 동선 공개 금천구 카카오 톡 채널,7
자메이카 코인 노래방 솔샘로 층 방문자 보건소 선 진료 소로 방문 하다 검사 받다 바라다,6
확 진자 발생 알림 번 직장인 선교 모임 번 광진 번 가족 번 감염 경로 조사 상세 내용 확인 바라다,4
금 번 확 진자 망우 본동 면목동 발생 역학 조사 진행 중 완료 홈페이지 블로그 공개 예정 이다,5
확 진자 발생 알림 번 지역 확 진자 접촉 자세하다 내용 확인 바라다 마스크 착용 필수,4
강서구 확 진자 발생 안내 상세 내용 블로그 참조 바라다,0
신규 확 진자 목동 목동 신월동 거주 발생 안내,0
확 진자 발생 확 진자 중구 이동 경로 안내 해당 시간대 방문자 중 유증 상자 검사 바라다,6
관내 번 확 진자 지역 번 확 진자 발생 알림 동선 역학 조사 진행중 완료 홈페이지 블로그 공개 예정 이다,5
금 시 기준 코로나 확 진자 명 추가 발생 역학 조사 진행 중 추후 공개 예정 이다,5
신규 확 진자 발생 역학 조사 결과 안내 블로그 참조,4
번 확 진자 발생 동선 홈페이지 추후 공개 거리 두기 단계 사항 준수 하다 바라다,4
확 진자 완치 명 발생 홈페이지 블로그 확인 하다 시기 바라다,5
확 진자 동선 공개 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
금번 확 진자 망우 본동 면목동 역학 조사 방역 완료 세부 내용 홈페이지 블로그 참조 바라다,0
확 진자 완치 명 발생 확 진자 역학 조사 결과 공개,4
서초구 번 지역 확 진자 동선 공개 주말 밀폐 시설 방문 모임 자제 마스크 쓰기 위생 칙 준수 바라다,1
금시 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 자세하다 내용 홈페이지 참고 바라다,5
확 진자 명 발생 역학 조사 진행 중 주말 불필요하다 외출 자제 마스크 착용 거리 두기 본방 역수 칙 준수 바라다,4
코로나 확 진자 명번 발생 상세 정보 구로 구청 블로그 홈페이지 참고 바라다,4
마포구 번 확 진자 발생 상세 정보 홈페이지 블로그 참고 바라다,4
코로나 확 진자 발생 역학 조사 확 진자 경로 홈페이지 블로그 참고 바라다,4
확 진자 동선 공개 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
관내 번 확 진자 발생 자세하다 사항 홈페이지 블로그 공개 번 역학 조사 진행 중 이다,5
은평 확 진자 발생 역학 조사 진행 중 동선 추후 홈페이지 블로그 공개 예정 이다,5
금 확 진자 발생 번 행당동 번성 수가동 번 응봉동 세부 내용 코로나 관련 문자 신청,2
확 진자 동선 공개 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
번 번 청량리 번답 십리 번 청량리 확 진자 명 발생 자세하다 사항 블로그 참조,4
코로나 확 진자 발생 역학 조사 진행 중 자세하다 사항 추후 홈페이지 블로그 공개 예정 이다,5
번 번 번 확 진자 타구 확 진자 이동 경로 조치 사항 그루 패션 디자인 고등학교 관련 안내 사항 홈페이지 공개 하다,4
지역 확 진자 송파구 고양시 성북구 동선 알림 자세하다 내용 확인 바라다 주말 모임 자제 마스크 착용 필수,4
번 역학 조사 결과 추가 확 진자 명 알림 번 고양시 확 진자 접촉 번 광진 번 가족 상세 내용 확인 바라다,0
토 번 확 진자 면목 본동 면목동 망우 본동 발생 역학 조사 진행 중 완료 홈페이지 블로그 공개 예정 이다,5
번번 확 진자 가족 번 광화문 집회 참석자 확 진자 발생 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 예정 이다,5
코로나 구민 확 진자 완치 치료 명 지자체 명 관내 근무 경유 발생 안내 구청 홈페이지 확인 바라다,4
토 시 기준 코로나 확 진자 명 추가 발생 역학 조사 진행 중 자세하다 사항 홈페이지 공개 예정 이다,5
번 확 진자 발생 동선 홈페이지 추후 공개 마스크 착용 거리 두기 단계 사항 준수 하다 바라다,4
확 진자 발생 격리 병상 이송 자택 방역 예정 역학 조사 후 동선 공개 금천구청 카카오 톡 채널 확인,7
확 진자 완치 명 발생 홈페이지 블로그 확인 하다 시기 바라다,5
신규 확 진자 발생 안내 주말 외출 자제 바라다,4
관내 번 확 진자 지역 번 확 진자 발생 알림 동선 역학 조사 진행중 완료 홈페이지 블로그 공개 예정 이다,5
토시 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 자세하다 내용 홈페이지 참고 바라다,5
서초구 번 지역 확 진자 동선 공개 코로나 확산 방지 위해 개인 위생 칙 철저하다 준수 바라다,4
수락 중학교 학년 학생 확진 교직원 학생 학년 명 오늘 검사 검사 결과 나오다 자가 격리 중임 알다 드리다,4
인헌동 남현동 신림동 보라매동 확 진자 발생 개인 위생 칙 준수 바람,4
확 진자 발생 등촌 곡 화곡 공항 방화 상세 내용 블로그 참조 바라다,0
동원 중학교 망우동 학생 교직원 오늘 오후 오후 분 동원 중학교 내 임 시선 진료 소 코로나 검사 받다,3
신규 확 진자 발생 안내 블로그 참조 바라다,0
코로나 확 진자 발생 역학 조사 진행 중 자세하다 사항 추후 홈페이지 블로그 공개 예정 이다,5
추가 확 진자 명 발생 번 부천시 확 진자 접촉 번 확 진자 역학 조사 결과 상세 내용 확인 바라다,4
확 진자 완치 명 발생 홈페이지 블로그 확인 하다 시기 바라다,5
관내 번 확 진자 발생 자세하다 사항 홈페이지 블로그 공개 번 역학 조사 진행 중 이다,5
확 진자 선공 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
후 사랑 교회 교인 방문자 광화문 집회 참석자 진단 검사 받다 행정명령 함 알다 드리다,4
코로나 확 진자 명 번 발생 상세 정보 구로 구청 블로그 홈페이지 참고 바라다,4
확 진자 청룡동 발생 완치 명 확 진자 역학 조사 결과 공개,4
마포구 번 확 진자 발생 상세 정보 홈페이지 블로그 참고 바라다,4
노원구 확 진자 총 명 누적 발생 번 이동 경로 조치 사항 홈페이지 공개 하다 번은 역학 조사 중임 알다 드리다,4
은평 확 진자 발생 역학 조사 진행 중 동선 추후 홈페이지 블로그 공개 예정 이다,5
코로나 확 진자 발생 역학 조사 확 진자 경로 홈페이지 블로그 참고 바라다,4
확 진자 명 발생 역학 조사 진행 중 주말 외출 모임 여행 자제 집 머물다 주다 바라다,4
지역 확 진자 성동구 동선 알림 시 미분 건대 점 이용자 증상 광진구 선 진료 소 검진 확인,4
토 번 확 진자 발생 금호 상세 내용 코로나 관련 문자 신청,2
확 진자 발생 곡 본동 안내 상세 내용 블로그 참조 바라다,0
서울시 호우 주의보 발효 따르다 하천 변 성내천 장지 탄천 감 이천 침수 예상 되다 하천 접근 금지 하다 시기 바라다,1
토 현재 하천 수위 상승 양재천 탄천 세곡 출입 전면 통제 되다 하천 출입 삼가다 바라다,4
동원 중학교 학생 교직원 명 검체 채취 완료 내일 결과 공개 예정 검사 못 받다 학생 보건소 코로나 검사 받다,6
추가 확 진자 발생 번 신내동 명 번 확 진자 역학 조사 방역 완료 세부 내용 참조 번 조사,0
번 청량리 번휘 번 번휘경 확 진자 명 발생 자세하다 사항 블로그 참조,4
놀숲 호로 데 오점 목 오케이 목장 성내동 방문자 유증 코로나 검사 받다 바라다,6
번 번 번 번 번 확 진자 대한 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 하다 음 알다 드리다,5
수락 중학교 학년 학생 명 확진 따르다 토 교직원 학생 대한 전수 검사 결과 음성 판정 받다 음 알다 드리다,4
번 번 확 진자 발생 타구 확 진자 접촉 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 예정 이다,5
번번 가족 번조 사중 확 진자 발생 지역 부천시 중랑구 확 진자 동선 알림 상세 내용 확인 바라다,4
시일 시일 시 닉스 방 건대 점일 시 헤어 건대 점 유증 시 선 진료 소 검사 바람,4
확 진자 완치 명 발생 홈페이지 블로그 확인 하다 시기 바라다,5
코로나 구민 확 진자 완치 치료 명 지자체 관내 경유 근무 발생 안내 구청 홈페이지 확인 바라다,4
번 확 진자 발생 동선 홈페이지 추후 공개 마스크 착용 거리 두기 단계 사항 준수 하다 바라다,4
시 기준 코로나 확 진자 명 추가 발생 역학 조사 진행 중 자세하다 사항 홈페이지 공개 예정 이다,5
주말 교회 결혼식 다중 시설 사회 거리 두기 준수 바라다 광화문 집회 사랑 교회 참가자 꼭 검사 받다,1
번 확 진자 발생 역학 조사 진행중 완료 홈페이지 공개 예정 이다,5
확 진자 발생 격리 병상 이송 자택 방역 예정 역학 조사 후 동선 공개 금천구청 카카오 톡 채널,7
확 진자 동선 공개 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
동원 중학교 관련 학생 교직원 명 전원 음성 판정 다중 이용 시설 이용 자제 손씻기 마스크 착용 방역 칙 준수 하다 시기 바라다,1
토목 쌍문역 크로커다일 아울렛 방문자 증상 유무 보건소 문의 후 코로나 검사 받다 바라다,6
확 진자 발생 등촌 염창 곡가 방화 상세 내용 블로그 참조 바라다,0
확 진자 선공 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
번 확 진자 발생 역학 조사 완료 공개 예정 지역 번 확 진자 이동 동선 공개,4
번 확 진자 발생 알림 광화문 집회 추정 상세 내용 확인 광화문 집회 참석자 선 진료 소 검사 바라다,4
신규 확 진자 발생 안내 블로그 참조 바라다,0
확 진자 청룡동 발생 완치 명 타 지역 천시 확 진자 역학 조사 결과 공개,4
코로나 확 진자 발생 역학 조사 진행 중 자세하다 사항 추후 홈페이지 블로그 공개 예정 이다,5
일시 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 자세하다 내용 홈페이지 참고 바라다,5
사이 관악구 봉천로 빌딩 방문자 증상 유무 가깝다 선 진료 소 방문 검사 받다 바라다,6
은평 확 진자 발생 역학 조사 진행 중 동선 추후 홈페이지 블로그 공개 예정 이다,5
서초구 번 지역 확 진자 동선 공개 마스크 착용 손소독 모임 자제 본방 역수 칙 준수 바라다,4
확 진자 동선 공개 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
번 확 진자 발생 금호 가동 상세 내용 코로나 관련 문자 신청,2
코로나 번 명 확 진자 발생 역학 조사 확 진자 경로 추후 홈페이지 블로그 참고 바라다,4
확 진자 삼성동 발생 완치 명 역학 조사 결과 향후 공개 예정 위생 칙 준수 바라다,4
마포구 번 확 진자 발생 상세 정보 홈페이지 블로그 참고 바라다,4
송파구 번 확 진자 관련 화 금천구 유비트 방 이용자 중 발열 유증 상자 코로나 검사 받다 바라다,6
확 진자 명 발생 시 서울 시민 실내 외 마스크 착용 의무 광화문 집회 사랑 교회 방문자 검체 검사 바람,4
번 청량리 번회 기번 장안 확 진자 명 발생 자세하다 사항 블로그 참조 하다 바라다,4
번 확 진자 역학 조사 완료 세부 내용 참조 시 서울 시민 실내 외 마스크 착용 의무 번 조사,0
구번 도봉동 지역 확 진자 쌍문동 크다 로커 아울렛 운영자 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 하다 음 알다 드리다,5
번 확 진자 역학 조사 결과 알림 푸른 초장 교회 뚝섬 가다 방문자 광진구 선 진료 소 검사 바람,4
관내 번 확 진자 발생 자세하다 사항 홈페이지 블로그 공개 번 역학 조사 진행 중 이다,5
코로나 확 진자 명번 발생 상세 정보 구로 구청 블로그 홈페이지 참고 바라다,4
신규 확 진자 명 발생 안내 블로그 참조 바라다,0
번 확 진자 감염 경로 조사 발생 지역 동작구 확 진자 동선 알림 상세 내용 확인 바라다 마스크 착용 의무,4
확 진자 발생 화곡동 안내 상세 내용 블로그 참조 바라다,0
번 번 확 진자 역학 조사 방역 완료 세부 내용 홈페이지 블로그 참조 번 조사,0
노원구 확 진자 총 명 누적 발생 번 이동 경로 조치 사항 홈페이지 공개 번 번은 역학 조사 이다,4
확 진자 발생 격리 병상 이송 자택 방역 예정 역학 조사 후 동선 공개 금천구청 카카오 톡 채널,7
번 번 확 진자 성북구 사랑 교회 관련 포함 발생 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 예정 이다,5
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
시 기준 코로나 확 진자 명 추가 발생 역학 조사 진행 중 자세하다 사항 홈페이지 공개 예정 이다,5
번 확 진자 발생 역학 조사 진행 중 완료 홈페이지 공개 예정 이다,5
사회 거리 두기 단계 격상 따르다 외출 외식 모임 다중 이용 시설 이용 자제 실내 외 구분 마스크 꼭 착용 방역 칙 준수 하다 시기 바라다,1
사회 거리 두기 단계 전국 시행 시 서울 전역 마스크 착용 의무 따르다 실내 마스크 착용 하다 바라다,4
번 확 진자 발생 동선 홈페이지 추후 공개 마스크 착용 거리 두기 단계 사항 준수 하다 바라다,4
코로나 구민 확 진자 완치 치료 명 지자체 관내 경유 근무 발생 안내 구청 홈페이지 확인 바라다,4
번 확 진자 역학 조사 완료 세부 내용 참조 오늘 서울 시민 실내 외 마스크 착용 의무 방역 칙 준수 바라다,0
코로나 확 진자 발생 역학 조사 진행 중 자세하다 사항 추후 홈페이지 블로그 공개 예정 이다,5
신규 확 진자 발생 안내 블로그 참조 바라다,0
확 진자 발생 완치 명 실내 외 마스크 착용 의무 되다 따르다 방역 칙 준수 바람,4
관내 확 진자 지역 번 확 진자 발생 알림 동선 역학 조사 진행중 완료 홈페이지 블로그 공개 예정 이다,5
강서구 확 진자 발생 등촌동 안내 상세 내용 블로그 참조 바라다,0
마포구 번 확 진자 발생 상세 정보 홈페이지 블로그 참고 번 역학 조사 진행중,5
은평 확 진자 발생 역학 조사 진행 중 동선 추후 홈페이지 블로그 공개 예정 이다,5
코로나 확 진자 발생 역학 조사 확 진자 경로 홈페이지 블로그 참고 바라다,4
서초구 번 지역 확 진자 동선 공개 감염병 확산 방지 위해 방역 칙 꼭 준수 바라다,4
번 확 진자 동선 홈페이지 블로그 공개 번 역학 조사 진행 중 이다,5
코로나 확 진자 명번 발생 상세 정보 구로 구청 블로그 홈페이지 참고 바라다,4
월시 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 자세하다 내용 홈페이지 참고 바라다,5
번 확 진자 역학 조사 결과 이동 동선 조치 사항 광화문 집회 참가자 인근 지역 방문자 코로나 검사 안내 사항 홈페이지 공개 하다,5
확 진자 명 발생 역학 조사 진행 중 광화문 인근 체류 오다 강남구 보건소 검체 검사 바라다,5
확 진자 동선 공개 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
번 확 진자 발생 역학 조사 결과 알림 지역 중랑구 확 진자 동선 시간대 유증 상자 선 진료 소 검사 확인 바람,6
번장 안동 번 청량리동 확 진자 명 발생 자세하다 사항 블로그 참조 하다 바라다,4
추가 확 진자 발생 번 역학 조사 완료 세부 내용 참조 바람,4
확 진자 발생 번 행당동 번 옥수동 상세 내용 코로나 관련 문자 신청,2
존경 하다 동대문 구민 동대문구 재난 안전 대책 본부장 유덕열 이다 최근 수도권 중심 코로나 재 확산 엄중하다 상황 직면 하다,4
동대문구 코로나 확 진자 총 명 중 최근 사랑 교회 관련 일간 발생 코로나 확 진자 수가 명 이르다,4
구민 마스크 착용 손 씻다 방수 칙 준수 하다 주시 모임 외출 자제 하다 사회 거리 두기 지키다 시기 호소 드리다,4
신규 확 진자 발생 안내 블로그 참조 바라다,0
태풍 북상 저녁 최대 영향 따르다 창문 바람 날아가다 물건 미리 고정 집 주변 배수로 점검 하다 피해 사전 대비 바라다,4
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
화 번 확 진자 타구 확 진자 접촉 발생 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 예정 이다,5
화 시 기준 코로나 확 진자 명 추가 발생 역학 조사 진행 중 자세하다 사항 홈페이지 공개 예정 이다,5
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
노원구 확 진자 총 명 누적 발생 번 이동 경로 조치 사항 홈페이지 공개 하다 번은 역학 조사 이다,4
태풍 북상 저녁 따르다 강풍 집중호우 예상 되다 야외 활동 자제 안전 사고 우려 시설 점검 재난 방송 귀 기울이다 시기 바람,1
화 번 확 진자 발생 역학 조사 진행 중 완료 홈페이지 공개 예정 이다,5
번 확 진자 발생 알림 가족 간 감염 방지 가정 마스크 착용 음식 덜다 먹기 실천 상세 내용 확인 바라다,4
제호 태풍 바비 북상 목 아침 서울 최 접근 예상 되다 외출 자제 강풍 대비 낙하 물 간판 고정 피해 없다 사전 대비 바라다,1
마포구 번 확 진자 발생 역학 조사 진행중 완료 홈페이지 블로그 공개 예정 이다,5
제호 태풍 바비 북상 이다 목 아침 서울 최 접근 예상 되다 강풍 대비 하천 등산 길 출입 자제 피해 없다 사전 대비 바라다,1
확 진자 발생 완치 명 확 진자 역학 조사 결과 공개,4
번 확 진자 역학 조사 완료 세부 내용 홈페이지 블로그 참조 실내 외 마스크 착용 의무 방역 칙 준수 바라다,0
확 진자 발생 등촌 발산 공항 방화 안내상 내용 블로그 참조 바라다,0
관내 번 확 진자 지역 번 확 진자 발생 알림 동선 역학 조사 진행중 완료 홈페이지 블로그 공개 예정 이다,5
코로나 구민 확 진자 완치 치료 명 지자체 관내 근무 경유 발생 안내 구청 홈페이지 확인 바라다,4
신규 확 진자 명 신정동 거주 발생 안내,0
번 번 확 진자 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 하다 음 알다 드리다,5
화시 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 자세하다 내용 홈페이지 참고 바라다,5
헤어 콕 연신내 점 방문 하다 분 증상 유무 가깝다 보건소 선 진료 소 검사 바라다,6
코로나 확 진자 명 발생 번 역학 사후 동선 공개 구청 블로그 홈페이지 참고 바라다,5
