연,월,일,시,분,수신지역,송출내용,target
2020,8,6,7,53,노원구,"[노원구청] 많은 비로 중랑천, 당현천, 우이천, 묵동천의 수위가 급격히 상승하고 있습니다. 노원구민께서는 하천출입을 금지하여 주시기 바랍니다.",호우
2020,8,6,8,3,구로구,"[구로구청]금일 서울 지역 호우경보 및 강풍주의보 발효중이며, 많은 비가 내리고 있으니 피해가 발생하지 않도록 하천진입금지 및 시설물 안전에 주의하시기 바랍니다.",호우
2020,8,6,8,17,강남구,"[강남구청] 8.6.(목)07:25분부로 서울지역 집중호우로 양재천, 탄천, 세곡천 출입이 통제되고 있으니 출입을 삼가해 주시고 안전에 유의하여 주시기 바랍니다.",호우
2020,8,6,9,24,강북구,[강북구청]현재 많은 비로 우이천의 수위가 급격히 상승하고 있습니다. 강북구민께서는 하천출입을 금지하여 주시기 바랍니다.,호우
2020,8,6,10,3,도봉구,"[도봉구청]67번,68번확진자(65번확진자가족)발생. 역학조사후 이동경로및조치사항을 홈페이지에 공개예정. 마스크착용과 생활속거리두기를 반드시 지켜주시기바랍니다.",전염병
2020,8,6,10,9,강북구,"[강북구청]집중호우와 강풍으로 산사태 발생우려가 높으니, 입산금지 바라며 산림 인접 거주자는 안전에 유의하시길 바랍니다.",호우
2020,8,6,10,20,영등포구,"[영등포구청] 한강 수위 상승으로 현재 여의상·하류 IC 폐쇄 중이니 우회하시기 바라며, 도림·안양천 등 위험지역 방문자제 및 안전사고에 유의해 주시기 바랍니다.",교통
2020,8,6,10,36,강동구,"[강동구청]팔당댐 방류에 따른 한강수위 상승으로 즈믄길, 나루터길, 암사, 고덕 나들목의 갑문이 현재 폐쇄중임을 알려드리니 이용객은 유의하시기 바랍니다.",교통
2020,8,6,10,41,송파구,[송파구청]집중되는 호우로 인해 탄천2교(양재천 합류부) 수위가 상승되어 위험이 예상되오니 안전에 유의하시기 바랍니다.,호우
2020,8,6,10,44,도봉구,"[도봉구청]집중호우로 관내 하천(중랑천, 우이천, 방학천, 도봉천, 무수천)의 출입을 통제하오니, 도봉구민께서는 하천출입을 금지하여 주시기 바랍니다.",호우
2020,8,6,11,32,성북구,"[성북구청] 국지성 집중호우로 관내 하천의 출입을 전면 통제하고 있으니, 주민 여러분께서는 산책로 등 하천 출입을 금지하여 주시기 바랍니다.",호우
2020,8,6,16,46,용산구,"[용산구청]코로나 58,59번째 확진자(해외입국)발생. 역학조사중. 확진자 이동경로는 홈페이지 및 블로그를 참고바랍니다. blog.naver.com/ysnblog",전염병
2020,8,6,17,6,마포구,[마포구청]마포구 55번 확진자 발생. 격리병원 이송 및 방역소독 완료. 상세내용은 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77,전염병
2020,8,6,17,47,성동구,[성동구청] 8.6(목) 60번 확진자 발생(왕십리2동) / 상세내용 / 코로나19관련 문자신청 c19.sd.go.kr,전염병
2020,8,6,18,1,강남구,"[강남구청] 팔당댐 방류 및 인천 만조에 따른 탄천, 양재천 합류부의 수위 상승이 예상되므로 주민 여러분의 안전을 위해 하천접근을 금지합니다.",호우
2020,8,6,18,27,도봉구,"[도봉구청]67번,68번확진자(65번확진자가족,자가격리중확진판정) 역학조사 및 조치결과를 홈페이지(www.dobong.go.kr)에 공개하였으니참고하시기바랍니다.",전염병
2020,8,6,18,37,성북구,[성북구청] 46번(길음2동) 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지 및 블로그 참고바랍니다. blog.naver.com/storysb,전염병
2020,8,6,18,42,서초구,"[서초구청]서초구 66번, 67번(자가격리중 확진, 관내동선 없음) 및 타지역 확진자(2명) 동선공개(seocho.go.kr) 마스크착용 등 위생수칙 준수바랍니다",전염병
2020,8,6,22,0,송파구,"[송파구청] 한강대교 지역 홍수주의보 발령, 한강수위 상승에 따른 성내천, 탄천 수위상승이 예상되므로 주민 여러분의 안전을 위해 하천접근을 금지합니다.",호우
2020,8,7,8,12,강동구,[강동구청] 금일 06시30분경 암사동 선사사거리 인근 상수도관 누수로 인해 암사동일대 단수중이며 긴급복구작업이 진행중입니다.,기타
2020,8,7,10,23,도봉구,"[도봉구청]69번확진자(남,55세,창동)발생,역학조사후 이동경로및조치사항을 홈페이지에 공개예정입니다. 손소독,마스크착용과 생활속거리두기를 반드시지켜주시기바랍니다.",전염병
2020,8,7,11,14,동작구,"[동작구청] 71번째 확진자(노량진1동)발생, 상세내용은 구홈페이지 및 블로그, SNS확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran",전염병
2020,8,7,13,58,강서구,[강서구청] 강서구 확진자 1명 발생(해외입국자). 상세내용은 블로그 참조바랍니다.  blog.naver.com/gangseokkachi,전염병
2020,8,7,15,0,광진구,"[광진구청]주말 결혼식 및 문화·종교시설 방문시 방역수칙 준수! 아프면 외출을 자제해 주시고, 유증상시 가까운 보건소에서 검진바랍니다. gwangjin.go.kr",전염병
2020,8,7,15,14,마포구,[마포구청]마포구 56번 확진자 발생.격리병원 이송 및 방역소독 완료.상세내용은 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77,전염병
2020,8,7,17,7,성동구,"[성동구청] 8.7(금) 61번 확진자 발생(왕십리2동, 60번 확진자의 동거가족) / 세부내용 홈페이지 확인 c19.sd.go.kr",전염병
2020,8,7,17,28,종로구,"[종로구청]타지역 확진자 관내 이동동선등 홈페이지,블로그공개. 방역완료. 밀폐된시설 이용자제, 방역수칙 준수바랍니다 blog.naver.com/jongno0401",전염병
2020,8,7,17,45,용산구,[용산구청]코로나 60번째 확진자 발생. 역학조사중. 확진자 이동경로는 추후 홈페이지 및 블로그를 참고바랍니다. blog.naver.com/ysnblog,전염병
2020,8,7,18,18,동작구,"[동작구청] 72번째 확진자(노량진1동)발생, 상세내용은 구홈페이지 및 블로그, SNS확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran",전염병
2020,8,7,18,25,도봉구,"[도봉구청]69번확진자 역학조사 및 조치결과 홈페이지(www.dobong.go.kr)에 공개. 소규모 모임자제,증상있으면 집에머무르기 등 방역수칙을 준수바랍니다.",전염병
2020,8,7,18,32,강남구,[강남구청] 확진자 2명 추가. 상세내용 공개(gangnam.go.kr). 주말 외부활동·공동식사는 자제해주세요.마스크는 가장 쉽고 확실한 최고의 방역수단입니다.,전염병
2020,8,7,18,49,동작구,"[동작구청] 71번째 확진자 동선공개, 상세내용은 구 홈페이지 및 블로그, SNS확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran",전염병
2020,8,7,19,11,영등포구,[영등포구청] 코로나 74번째 구민확진자(당산2동) 및 타지자체(관내근무) 발생 안내드립니다. 자세한 사항은 구청 홈페이지 확인 바랍니다. ☞ ydp.go.kr,전염병
2020,8,8,12,0,성북구,"[성북구청] 47번(돈암2동), 48번(정릉3동) 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지 및 블로그 참고바랍니다.",전염병
2020,8,8,12,11,서대문구,[서대문구청]코로나19. 42번째 확진자(홍은1동)발생. 자세한 사항 구홈페이지 및 블로그 확인바랍니다. blog.naver.com/sdmstory,전염병
2020,8,8,14,7,은평구,[은평구청]은평 67번째 확진자 발생(진관동/타구 확진자 접촉) 자가격리중 확진. 격리병원 이송. 은평구내 이동동선 없음. bitly.kr/vR0YZsVI5V,전염병
2020,8,8,14,37,도봉구,"[도봉구청] 70번 확진자(해외입국자,외국인)발생, 역학조사결과 이동동선 및 조치사항 홈페이지(www.dobong.go.kr) 공개하였으니 참고하시기 바랍니다.",전염병
2020,8,8,15,20,관악구,"[관악구청] 관악구를 다녀간 동작구 확진자 접촉장소 공개, 자세한 사항은 블로그를 참조. 개인위생수칙 준수 바랍니다. blog.naver.com/gwanak_gu",전염병
2020,8,8,15,48,광진구,"[광진구청] 우리구 23번 확진자 발생(타지역 확진자 접촉). 이동지점 방역조치, 자세한 내용 및 코로나19 문자신청 gwangjin.go.kr 확인 바람",전염병
2020,8,8,16,16,동작구,"[동작구청] 72번째 확진자 동선공개, 상세내용은 구 홈페이지 및 블로그, SNS확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran",전염병
2020,8,8,16,38,종로구,"[종로구청]30번째 확진자 발생 및 타지역 확진자 관내 이동동선등 홈페이지,블로그공개.방역완료.방역수칙 준수바랍니다 blog.naver.com/jongno0401",전염병
2020,8,8,17,3,마포구,[마포구청] 마포57~58번 확진자발생. 상세내용은 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77,전염병
2020,8,8,18,0,중랑구,"[중랑구청] 8.9.(일) 내일 오전7시부터 산사태 심각단계 해제시까지 등산로 부분 통제 예정(용마산,망우산,구릉산) 산사태 안전에 유의하시기 바랍니다.",교통
2020,8,8,18,1,중랑구,[중랑구청]통제구간 1.폭포공원~용마산 정상 2.사가정공원~깔딱고개 3.사가정공원~제1헬기장 4.청산주택~용마산 정상 ※상황에 따라 취약지역 등산로 추가 통제예정,교통
2020,8,8,18,6,서초구,"[서초구청]서초구 68번, 69번 및 타지역 확진자 동선공개(seocho.go.kr). 주말 소모임 및 밀폐시설 방문 자제, 마스크쓰기 등 위생수칙 준수바랍니다.",전염병
2020,8,8,18,54,도봉구,"[도봉구청] 집중호우가 예상되어 관내 하천(중랑천, 우이천, 방학천, 도봉천) 출입을 통제하니 주민들께서는 즉시 하천 밖으로 대피하여 주시기 바랍니다.",호우
2020,8,8,19,4,송파구,"[송파구청]서울시 호우주의보 발효에 따라 하천변(성내천, 장지천, 탄천, 감이천) 침수가 예상되오니 하천접근을 금지하여 주시기 바랍니다.",호우
2020,8,8,19,12,노원구,"[노원구청]금일 서울지역 많은 비가 예상되어 관내하천(중랑천,당현천,우이천,묵동천) 출입을 통제하오니 주민분들께서는 즉시 하천 밖으로 대피하여 주시기 바랍니다.",호우
2020,8,8,19,30,서초구,"[서초구청] 8.8.(토) 19:00 현재 서울지역 호우주의보 발효에 따라 양재천, 여의천, 반포천 출입이 통제되고 있으니, 하천출입을 삼가주시기 바랍니다.",호우
2020,8,8,20,0,서초구,[서초구청]8.8.(토)서울지역 호우주의보로 등산로가 통제되고 있으니 해제시까지 출입을 삼가하고 산림인접 거주민은 유사시 신속하게 안전한곳으로이동하시기 바랍니다.,호우
2020,8,8,20,25,강북구,"[강북구청]금일(8.8)현재 서울지역에 많은비가 예상되어 관내하천(우이천,대동천,백운천,인수천)출입을 통제하오니 주민들께서는 즉시 하천밖으로 대피하시기바랍니다.",호우
2020,8,8,20,27,중구,"[중구청] 금일 서울지역 많은 비가 예상되오니, 입산 금지 및 산사태 발생우려 지역 거주민분들께서는 필요시 안전한 지역으로 대피준비 하시기 바랍니다.",산사태
2020,8,8,20,41,노원구,"[노원구청] 금일 서울지역 많은 비가 예상되오니, 입산 금지 및 산사태 발생우려 지역 거주민분들께서는 안전한 지역으로 대피 바랍니다.",산사태
2020,8,8,20,55,도봉구,"[도봉구청] 금일 서울지역 많은 비가 예상되오니, 입산 금지 및 산사태 발생우려 지역 거주민분들께서는 안전한 지역으로 대피 바랍니다.",산사태
2020,8,8,21,0,서대문구,"[서대문구청] 8.8.(토) 19:00 서울지역 호우주의보 발효에 따라 홍제천, 불광천 출입을 통제하오니, 하천출입을 삼가주시기 바랍니다.",호우
2020,8,8,21,9,마포구,"[마포구청] 오늘 19시부로 마포구에 호우주의보가 발효됨에 따라 홍제천, 불광천, 향동천 산책로 출입이 통제되고 있으니 하천출입을 삼가하여 주시기 바랍니다.",호우
2020,8,8,21,18,강남구,"[강남구청] 8.8(토) 21:00 현재 서울지역 호우주의보 발효에 따라 양재천, 탄천, 세곡천 출입이 통제되고 있으니, 하천출입을 삼가주시기 바랍니다.",호우
2020,8,8,21,19,중랑구,"[중랑구청] 8.8(토) 19시 호우주의보가 발효됨에 따라 관내하천(중랑천, 묵동천) 출입을 통제하오니 주민분들께서는 하천 출입을 삼가하여 주시기 바랍니다.",호우
2020,8,8,21,22,강서구,[강서구청] 8.8.(토) 현재 서울지역에 많은 비가 예상되어 안양천 출입이 통제되고 있으니 하천출입을 삼가주시기 바랍니다.,호우
2020,8,8,21,28,강북구,"[강북구청]금일(8.8) 현재 서울지역에 집중호우로 산사태 발생우려가 높으니 입산금지 바라며, 비상상황시 산에서 떨어진 안전한곳으로 대피바랍니다.",호우
2020,8,8,21,30,강동구,[강동구청]산사태 위기경보'심각'단계로 산사태 피해우려지역 등 산림인근 주민은 유사시 안전한 곳으로 대피하시기 바랍니다,산사태
2020,8,8,21,48,강동구,"[강동구청]서울시 호우경보 발효에 따라 하천변(고덕천,망월천,대사골천) 침수가 예상되오니 하천접근을 금지하여 주시기 바랍니다.",호우
2020,8,9,7,0,동대문구,"[동대문구청] 서울시 호우경보 발효중으로 하천변(중랑천, 정릉천 및 성북천) 침수가 예상되오니 하천 접근을 금지하여 주시기 바랍니다.",호우
2020,8,9,7,0,동대문구,"[동대문구청] 8.8(토) 12:00 산사태 위기경보 수준이 “심각” 단계이며, 집중호우가 예상되오니 입산(배봉산 등)을 자제하여 주시기 바랍니다.",산사태
2020,8,9,9,0,은평구,[은평구청] 현재 산사태 위기경보 수준이 심각단계이며 많은 비가 지속적으로 내리고 있으니 입산금지 및 산림인근 거주민분들께서는 안전에 유의바랍니다.,산사태
2020,8,9,9,45,종로구,[종로구청]호우경보 발효 중. 오늘 많은 비가 예보되어 있으니 축대 및 절개지 인근 주민분들께서는 주변을 살펴보시고 이상징후 발생시 신속한 대피 및 신고바랍니다.,호우
2020,8,9,9,54,도봉구,"[도봉구청]현재 집중호우가 내리고 있어 관내 하천(중랑천,우이천,방학천,도봉천) 출입을 통제중이니 주민들께서는 하천이용을 금지하여 주시기 바랍니다.",호우
2020,8,9,10,7,강남구,"[강남구청]8.9.(일)09:30 현재 하천수위 상승으로 양재천, 탄천, 세곡천 출입이 전면 통제되고 있으니, 하천출입을 삼가주시기 바랍니다.",호우
2020,8,9,10,10,영등포구,"[영등포구청]현재 호우경보 발효되어 내일까지 300mm 강우가 예고되어 있습니다. 관내하천변(한강,도림천,안양천) 전면통제중이니 하천 접근을 삼가주시기 바랍니다.",교통
2020,8,9,11,13,강남구,"[강남구청]서울지역 산사태 위기경보 심각단계및호우경보 발령으로 인한 관내 대모산,구룡산,인능산 등 등산로 입산을 통제하고 인근 거주민들께서는 안전에 유의바랍니다.",호우
2020,8,9,11,48,도봉구,"[도봉구청] 금일 서울지역 많은 비가 예상되오니, 입산금지 및 산사태 발생 우려지역 거주민들께서는 유사시 안전한 지역으로 대피 하시기 바랍니다.",산사태
2020,8,9,12,6,강남구,"[강남구]8월9일(일) 11:50 현재 탄천,양재천,세곡천 수위상승으로 하천출입을 전면 통제중입니다. 하천출입을 금지해주시기 바랍니다.",호우
2020,8,9,12,31,서초구,"[서초구청] 8.9.(일) 현재 서울지역 호우경보 발효에 따라 양재천, 여의천, 반포천 출입이 통제되고 있으니, 하천출입을 삼가해주시기 바랍니다.",호우
2020,8,9,12,32,성북구,"[성북구청] 서울지역 산사태 위기경보 ""심각""단계로 산림 인근 거주민들께서는 안전에 각별히 유의하시기 바랍니다.",산사태
2020,8,9,12,40,강북구,"[강북구청]현시각 이후 서울지역에 많은 비가 예상되오니, 입산금지 및 산사태 발생 우려지역 등 거주민들께서는 비상시 안전한 지역으로 대피 바랍니다.",산사태
2020,8,9,13,3,은평구,[은평구청]은평 68번 확진자 발생(갈현2동/해외입국자). 격리병원 이송 및 방역소독 완료. 이동동선 확인. bitly.kr/vR0YZsVI5V,전염병
2020,8,9,13,4,노원구,"[노원구청] 현시각 이후 서울지역에 많은 비가 예상되오니, 입산금지 및 산사태 발생 우려지역 거주민께서는 비상시 안전 지역으로 대피 바랍니다.",산사태
2020,8,9,13,10,서초구,[서초구청]8.9.(일)서울지역 호우경보로 등산로가 통제되고 있으니 해제시까지 출입을 삼가하고 산림인접 거주민은 유사시 신속하게 안전한곳으로 이동하시기 바랍니다.,호우
2020,8,9,13,22,은평구,"[은평구청] 8.9.(일) 현재 호우경보 발령에 따라 많은 비가 내리고 있어 하천(불광천, 구파발천) 출입을 통제하고 있으니, 출입을 삼가하여 주시기 바랍니다.",호우
2020,8,9,13,25,성북구,"[성북구청] 49번(돈암2동), 50번(정릉3동), 51번(길음1동) 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지 및 블로그 참고바랍니다.",전염병
2020,8,9,13,44,관악구,"[관악구청] 147번째 확진자 발생(완치자 137명) 역학조사 결과는 향후 공개 예정, 개인 위생수칙 준수 바랍니다. blog.naver.com/gwanak_gu",전염병
2020,8,9,13,52,도봉구,[도봉구청] 금일 14시부로 동부간선도로(수락지하차도~성수JC)전구간 양방향 교통통제됨을 알려드리오니 우회하시기 바랍니다.,교통
2020,8,9,13,54,구로구,[구로구청] 금일 호우경보 발령에 따라 구로구 내 하천(안양천·도림천·목감천) 출입을 통제하니 출입을 삼가하고 산사태 및 침수피해 등 안전에 유의하시기 바랍니다.,호우
2020,8,9,14,5,동대문구,"[동대문구청] 47번(장안1동) 해외입국 확진자 발생, 이동동선 없음, 입원 및 소독조치 완료, 자세한 내용은 홈페이지 참조하시기 바랍니다.",전염병
2020,8,9,14,25,중랑구,[중랑구청] 산사태 위기경보 심각단계이오니 안전을 위하여 입산을 자제하여 주시기 바랍니다.,산사태
2020,8,9,14,29,노원구,"[노원구청] 2020.8.9.(14:01)부터 서울시 노원구(상계동, 중계동)에 산사태 주의보가 발령 되었습니다. 산사태 발생 피해가 없도록 주의바랍니다",산사태
2020,8,9,14,43,중랑구,"[중랑구청] 현재 호우경보 발효중으로 관내하천(중랑천, 묵동천) 출입을 통제하고 있으니 주민여러분들께서는 하천출입을 삼가하여 주시기 바랍니다.",호우
2020,8,9,14,46,마포구,[마포구청] 금일 호우경보 발령에 따라 마포구내 하천(불광천·홍제천·향동천) 출입을 통제하니 출입을 삼가하고 산사태 및 침수피해 등 안전에 유의하시기 바랍니다.,호우
2020,8,9,14,46,중랑구,[중랑구청] 금일 14시부로 동부간선도로(수락지하차도~성수JC) 전구간이 교통통제됨을 알려드리오니 우회하시기 바랍니다.,교통
2020,8,9,14,55,도봉구,"[도봉구청] 금일 14:50분부로 도봉구(도봉동, 방학동, 쌍문동 일대) 산사태 주의보를 발령하오니 산사태 발생 피해가 없도록 주의하시기 바랍니다.",산사태
2020,8,9,15,14,양천구,"[양천구청] 금일 호우경보 발령에 따라 안양천 출입을 통제하오니 출입을 삼가고, 산사태 및 침수피해 등 안전에 유의하시기 바랍니다.",호우
2020,8,9,15,19,노원구,"[노원구청] 오늘 14:01경 노원구(상계동, 중계동) 산사태 주의보 발령, 집주변 상황 점검 및 유사시 안전한 곳으로 대피하여 주시기 바랍니다.",산사태
2020,8,9,15,20,송파구,"[송파구청]8.9.(일) 15시 현재 코로나19 확진자1명 추가발생(방이동), 격리완료, 역학조사중, 세부내용은 홈페이지(songpa.go.kr)를 참고바랍니다.",전염병
2020,8,9,15,44,서대문구,[서대문구청] 금일 호우경보 발령에 따라 서대문구내 하천(홍제천·불광천) 출입을 통제하오니 출입을 삼가시고 침수 피해 등 안전에 유의하시기 바랍니다.,호우
2020,8,9,15,51,구로구,"[구로구청]금일 코로나19 확진자 2명 발생(92번,93번), 역학조사후 동선공개, 구청블로그(홈페이지)참고바랍니다 blog.naver.com/digital9ro",전염병
2020,8,9,15,59,서대문구,[서대문구청] 코로나19. 43번째 확진자(연희동)발생. 자세한 사항 추후 구홈페이지 및 블로그 공개 예정입니다.,전염병
2020,8,9,16,5,강동구,"[강동구청]집중호우에 따른 하천 수위 상승으로 하천변(고덕천,망월천,대사골천) 침수가 예상되오니 하천접근을 자제하여 주시기 바랍니다.",호우
2020,8,9,16,23,용산구,[용산구청]코로나 61번째 확진자 발생. 역학조사중. 확진자 이동경로는 홈페이지 및 블로그를 참고바랍니다. blog.naver.com/ysnblog,전염병
2020,8,9,16,44,동작구,"[동작구청]8.9.(일) 서울지역 호우경보로 동작구 서달산, 국사봉, 까치산이 통제되고 있으니  출입을 삼가고 산사태 및 침수피해 등 안전에 유의하시기 바랍니다.",호우
2020,8,9,16,51,동작구,[동작구청]저지대 침수우려지역 주민께서는 지속적인 강우예보가 있으니 침수피해 등 안전에 유의하시기 바랍니다.,호우
2020,8,9,17,7,종로구,"[종로구청]타지역 확진자 관내 이동동선 등 홈페이지, 블로그공개. 밀폐된 시설 이용자제, 방역수칙 준수바랍니다. blog.naver.com/jongno0401",전염병
2020,8,9,17,57,관악구,"[관악구청] 8.9.(일) 서울지역 호우경보로 등산객 안전을 위하여 관악산 등산로 출입을 삼가주시기 바라며, 산사태 및 침수피해 등 안전에 유의하시기 바랍니다.",호우
2020,8,9,19,36,광진구,"[광진구청] 우리구 24번 확진자 발생. 감염경로 조사중. 이동지점 방역조치, 자세한 내용 및 코로나19 문자신청 gwangjin.go.kr 확인",전염병
2020,8,9,19,37,광진구,"[광진구청] 8.7.(금) 20:10~21:10 하이디라오 건대지점(능동로110 스타시트영존2층,화양동) 방문하신 분은 광진구 보건소(9시~19시)에서 검진 바람",전염병
2020,8,9,19,53,중구,[중구청]8.9(일)23번째 확진자 발생. 동선 추후공개. 7.30~8.8 남대문시장 케네디상가 방문자는 유증상 시 검사 바랍니다.(junggu.seoul.kr),전염병
2020,8,10,12,43,마포구,[마포구청]마포구 59번 확진자 발생. 상세내용은 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77,전염병
2020,8,10,13,51,양천구,"[양천구청] 타구 확진자 접촉 관련 신규 확진자(73번째, 신정4동 거주) 발생 안내. blog.naver.com/yangcheon2016/222056450597",전염병
2020,8,10,17,11,동작구,"[동작구청] 73번째 확진자(대방동)발생, 상세내용은 구홈페이지 및 블로그, SNS확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran",전염병
2020,8,10,17,11,종로구,"[종로구청]타지역 확진자 관내 이동동선 등 홈페이지, 블로그 공개. 외출 시 마스크 착용, 방역수칙 준수바랍니다. blog.naver.com/jongno0401",전염병
2020,8,10,18,50,영등포구,[영등포구청] 코로나 75번째 구민 확진자(영등포본동) 및 타지자체 1명(관내경유) 발생 안내. 자세한 사항은 구청 홈페이지 확인바랍니다. ☞ ydp.go.kr,전염병
2020,8,10,19,38,중랑구,[중랑구청] 현재 양주 및 의정부지역에 많은 비가 내려 중랑천 수위가 급격히 상승하고 있습니다. 주민분들께서는 하천출입을 삼가하여 주시기 바랍니다.,호우
2020,8,10,19,43,도봉구,"[도봉구청] 현재 중랑천상류지역인 양주, 의정부에서 내린 강우로 중랑천 수위가 상승되고 있으니 중랑천 이용주민들께서는 지금 즉시 하천 밖으로 대피하시기 바랍니다.",호우
2020,8,11,6,36,중랑구,"[중랑구청]2020.8.11.(06:00)부터 서울시 중랑구(면목,망우,상봉,신내,중화동)에 산사태 주의보가 발령. 산사태 발생 피해가 없도록 주의바랍니다.",산사태
2020,8,11,6,46,강북구,[강북구청] 금일 06:35부로 산사태주의보를 발령하오니 산사태 발생 우려지역 거주민들께서는 비상시 안전한 지역으로 대피하시기 바랍니다.,산사태
2020,8,11,7,11,노원구,"[노원구청] 오늘 06:45경 노원구(월계동, 공릉동) 산사태 주의보 발령, 집주변 상황 점검 및 유사시 안전한 곳으로 대피하여 주시기 바랍니다.",산사태
2020,8,11,7,56,노원구,"[노원구청] 오늘 06:45경 노원구(상계동, 중계동) 산사태 주의보 발령, 집주변 상황 점검 및 유사시 안전한 곳으로 대피하여 주시기 바랍니다.",산사태
2020,8,11,7,59,도봉구,"[도봉구청] 오늘 07:52경 서울시 도봉구(도봉동, 방학동, 쌍문동, 창동)에 산사태 주의보 발령, 비상시 안전한 곳으로 대피하여 주시기 바랍니다.",산사태
2020,8,11,8,19,중랑구,"[중랑구청] 서울지역 집중호우로 인하여 중랑천, 묵동천 수위가 급격히 상승하고 있습니다. 주민분들께서는 하천출입을 삼가하여 주시기 바랍니다.",호우
2020,8,11,8,51,성동구,"[성동구청] 금일 08:00부로 성동구(응봉동,옥수동,금호동,행당동) 일대 산사태주의보 발령, 집주변 상황점검 및 유사 시 안전한 곳으로 대피해 주시기 바랍니다.",산사태
2020,8,11,8,52,강남구,"[강남구청] 8.11.(화) 현재 서울지역에 매우 강한 비가 내리고 있어, 양재천·탄천·세곡천의 이용이 통제되고 있으니, 하천 출입을 삼가해 주시기 바랍니다.",호우
2020,8,11,9,27,서초구,"[서초구청] 8.11.(화) 현재 서울지역에 매우 강한 비가 내리고 있어, 양재천,여의천,반포천의  이용이 통제되고 있으니, 하천 출입을 삼가해 주시기 바랍니다",호우
2020,8,11,9,43,양천구,"[양천구청] 기존 확진자 접촉관련 신규 확진자(74번째, 신정4동 거주) 발생 안내  blog.naver.com/yangcheon2016/222057162212",전염병
2020,8,11,10,23,서대문구,"[서대문구청] 금일 서대문구에 많은 강우(90mm)로 하천 수위상승에 따라 하천(홍제천, 불광천) 산책로를 통제하오니 출입을 삼가주시고 안전에 유의 바랍니다.",호우
2020,8,11,11,8,도봉구,"[도봉구청] 71번 확진자(35세, 여, 방학동) 발생, 역학조사 후 이동경로 및 조치사항을 홈페이지에 공개 예정입니다.",전염병
2020,8,11,11,37,서대문구,"[서대문구청]긴 장마로 지반이 약해져 있어 서대문구 관내 산사태 주의보를 발령하니, 산림인접 지역, 축대, 옹벽 주변 거주민은 안전에 각별히 유의하시기 바랍니다.",산사태
2020,8,11,14,10,서초구,"[서초구청] 호우주의보 해제에 따라 13시부터 양재천, 여의천 청소를 시작하고 있습니다 저녁부터 산책로 이용이 가능하니 이용주민께서는 참고하시기 바랍니다",호우
2020,8,11,16,21,관악구,"[관악구청] 148번째 확진자 발생(완치자 139명) 역학조사 결과는 향후 공개 예정, 개인 위생수칙 준수 바랍니다. blog.naver.com/gwanak_gu",전염병
2020,8,11,17,2,은평구,"[은평구청]은평 69번(불광2동), 70번(신사1동) 확진자 발생. 격리병원 이송 및 방역소독 완료. 이동동선 확인. bitly.kr/vR0YZsVI5V",전염병
2020,8,11,18,17,서초구,[서초구청] 서초구 70번 및 타지역 확진자(3명) 동선 공개(seocho.go.kr). 71번 확진자 추가 발생. 마스크쓰기 등 위생수칙 철저히 준수바랍니다.,전염병
2020,8,11,18,25,도봉구,[도봉구청] 71번 확진자 역학조사 및 조치결과를 홈페이지(www.dobong.go.kr)에 공개하였으니 참고하시기 바랍니다.,전염병
2020,8,11,18,27,영등포구,[영등포구청] 코로나 76번째 구민 확진자(영등포본동) 및 타지자체 1명(관내경유) 발생 안내. 자세한 사항은 구청 홈페이지 확인바랍니다. ☞ ydp.go.kr,전염병
2020,8,11,18,47,서초구,[서초구청] 8.2(일) 17:07~18:16 Cafe맛지다(신반포로176. 1층 중층 M3호/센트럴시티) 방문자 중 유증상자는 서초구 보건소에서 검사바랍니다,전염병
2020,8,11,19,34,성동구,[성동구청] 8. 11.(화) 62번 확진자 발생(왕십리도선동)/세부내용 홈페이지 확인  c19.sd.go.kr,전염병
2020,8,11,20,34,강남구,"[강남구청] 확진자 1명 추가. 상세내용(gangnam.go.kr). 자가격리자는 무증상이라 안심하지 말고, 격리 해제 즉시 강남구보건소 재검사 받아주세요.",전염병
2020,8,12,9,9,서초구,"[서초구청] 한강나들목(잠원, 신잠원) 10시경 개방 통행예정. 한강 수위가 여전히 높고 시설물 정비가 진행중이니 주민분들은 각별히 안전에 유의하시기 바랍니다.",교통
2020,8,12,9,53,종로구,"[종로구청]타지역 확진자 관내 이동동선등 홈페이지, 블로그공개. 방역완료. 외출시 마스크착용등 방역수칙 준수바랍니다 blog.naver.com/jongno0401",전염병
2020,8,12,10,18,동작구,"[동작구청] 74번째 확진자(대방동)발생, 상세내용은 구홈페이지 및 블로그, SNS확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran",전염병
